linksto,itemid,label,abbreviation,category,unitname,param_type,fact_rows_n
chartevents,228686,Cardiovascular_OLD_1,Cardiovascular_OLD_1,MD Progress Note,,Text,0
chartevents,228688,Delirium,Delirium,MD Progress Note,,Text,0
chartevents,228690,DVT Prophy_OLD_1,DVT Prophy_OLD_1,MD Progress Note,,Text,0
chartevents,228693,Hematological_OLD_1,Hematological_OLD_1,MD Progress Note,,Text,0
chartevents,228695,Lines/Tubes_OLD_1,Lines/Tubes_OLD_1,MD Progress Note,,Text,0
chartevents,228718,Billing Diagnosis,Billing Diagnosis,MD Progress Note,,Text,0
chartevents,229022,Incision #10- Cleanse,Incision #10- Cleanse,Skin - Incisions,,Text,0
chartevents,229115,Sensory disturbance NCP - Problem resolved,Sensory disturbance NCP - Problem resolved,Care Plans,,Text,0
chartevents,229116,Sensory disturbance NCP - Plan revised,Sensory disturbance NCP - Plan revised,Care Plans,,Text,0
chartevents,229118,Sensory disturbance NCP - Interventions,Sensory disturbance NCP - Interventions,Care Plans,,Text,0
chartevents,229120,Sensory disturbance NCP - Expected outcomes,Sensory disturbance NCP - Expected outcomes,Care Plans,,Text,0
chartevents,229162,Specrecbyhand (Bronch),Specrecbyhand (Bronch),Bronchoscopy,,Text,0
chartevents,229163,Specreclabeled (Bronch),Specreclabeled (Bronch),Bronchoscopy,,Text,0
chartevents,229164,SpecrecPOE (Bronch),SpecrecPOE (Bronch),Bronchoscopy,,Text,0
chartevents,229166,Specrectolabby (Bronch),Specrectolabby (Bronch),Bronchoscopy,,Text,0
chartevents,229167,Specrectolabbyother (Bronch)_OLD_1,Specrectolabbyother (Bronch)_OLD_1,Bronchoscopy,,Text,0
chartevents,229168,Specrecbyhand (MBAL),Specrecbyhand (MBAL),Bronchoscopy,,Text,0
chartevents,229169,Specreclabeled (MBAL),Specreclabeled (MBAL),Bronchoscopy,,Text,0
chartevents,229170,SpecrecPOE (MBAL),SpecrecPOE (MBAL),Bronchoscopy,,Text,0
chartevents,229172,Specrectolabby (MBAL),Specrectolabby (MBAL),Bronchoscopy,,Text,0
chartevents,229173,Specrectolabbyother (MBAL)old,Specrectolabbyother (MBAL)old,Bronchoscopy,,Text,0
chartevents,229174,Specrecbyhand (PACEN),Specrecbyhand (PACEN),Paracentesis,,Text,0
chartevents,229175,Specreclabeled (PACEN),Specreclabeled (PACEN),Paracentesis,,Text,0
chartevents,229176,SpecrecPOE (PACEN),SpecrecPOE (PACEN),Paracentesis,,Text,0
chartevents,229178,Specrectolabby (PACEN),Specrectolabby (PACEN),Paracentesis,,Text,0
chartevents,229179,Specrectolabbyother (PACEN)_OLD_1,Specrectolabbyother (PACEN)_OLD_1,Paracentesis,,Text,0
chartevents,229180,Specrecbyhand (THCEN),Specrecbyhand (THCEN),Thoracentesis,,Text,0
chartevents,229181,Specreclabeled (THCEN),Specreclabeled (THCEN),Thoracentesis,,Text,0
chartevents,229182,SpecrecPOE (THCEN),SpecrecPOE (THCEN),Thoracentesis,,Text,0
chartevents,229184,Specrectolabby (THCEN),Specrectolabby (THCEN),Thoracentesis,,Text,0
chartevents,229185,Specrectolabbyother (THCEN)_OLD_1,Specrectolabbyother (THCEN)_OLD_1,Thoracentesis,,Text,0
chartevents,229186,Specrecbyhand (LP),Specrecbyhand (LP),Lumbar Puncture,,Text,0
chartevents,229187,Specreclabeled (LP),Specreclabeled (LP),Lumbar Puncture,,Text,0
chartevents,229188,SpecrecPOE (LP),SpecrecPOE (LP),Lumbar Puncture,,Text,0
chartevents,229190,Specrectolabby (LP),Specrectolabby (LP),Lumbar Puncture,,Text,0
chartevents,229191,Specrectolabbyother (LP)_OLD_1,Specrectolabbyother (LP)_OLD_1,Lumbar Puncture,,Text,0
chartevents,229192,Specrecbyhand (Gen Proc),Specrecbyhand (Gen Proc),Generic Proc Note,,Text,0
chartevents,229193,Specreclabeled (Gen Proc),Specreclabeled (Gen Proc),Generic Proc Note,,Text,0
chartevents,229194,SpecrecPOE (Gen Proc),SpecrecPOE (Gen Proc),Generic Proc Note,,Text,0
chartevents,229196,Specrectolabby (Gen Proc),Specrectolabby (Gen Proc),Generic Proc Note,,Text,0
chartevents,229197,Specrectolabbyother (Gen Proc)old,Specrectolabbyother (Gen Proc)old,Generic Proc Note,,Text,0
chartevents,229286,Prophylaxisold,Prophylaxisold,MD Progress Note,,Text,0
chartevents,229291,Prophylaxis,Prophylaxis,MD Progress Note,,Text,0
chartevents,229332,Activity Intolerance  NCP - outcomes met,AI NCP - outcomes met,Care Plans,,Text,0
chartevents,229335,Activity Intolerance NCP - Goal,AI NCP - Goal,Care Plans,,Text,0
chartevents,229341,Domestic Violence NCP - outcomes met,DV NCP - outcomes met,Care Plans,,Text,0
chartevents,229362,Absolute Count - Retic,Absolute Count - Retic,Labs,None,Numeric,0
chartevents,229372,AT ( Antithrombin funct),AT ( Antithrombin funct),Labs,None,Numeric,0
chartevents,229373,UF Heparin (Anti-Xa)_U_1,UF Heparin (Anti-Xa)_U_1,Labs,None,Numeric,0
chartevents,229382,Orientation Score (new)_OLD_1,Orientation Score (new)_OLD_1,Neurological,None,Numeric,0
chartevents,229393,PF Ratio Value,PF Ratio Value,Respiratory,None,Numeric,0
chartevents,229394,SF Ratio Value,SF Ratio Value,Respiratory,None,Numeric,0
chartevents,229405,PF Value,PF Value,Respiratory,None,Numeric,0
chartevents,229406,PFImputedValue,PFImputedValue,Respiratory,None,Numeric,0
chartevents,229407,PFRatio_Value,PFRatio_Value,Respiratory,None,Numeric,0
chartevents,229408,PFImputedRatio_Value,PFImputedRatio_Value,Respiratory,None,Numeric,0
chartevents,229417,MyICU Reviewed,My ICU Reviewed,MD Progress Note,,Checkbox,0
chartevents,229477,Indications (SBNET),Indications  (SBNET),SBNET,,Text,0
chartevents,229479,Timeout performed by  (SBNET),Timeout performed by  (SBNET),SBNET,,Text,0
chartevents,229480,Patient identified correctly  (SBNET),Patient identified correctly  (SBNET),SBNET,,Text,0
chartevents,229481,Verification of  (SBNET),Verification of  (SBNET),SBNET,,Text,0
chartevents,229482,Hand cleansing prior to procedure  (SBNET),Hand cleansing prior to procedure  (SBNET),SBNET,,Text,0
chartevents,229483,Barrier precautions in place  (SBNET),Barrier precautions in place  (SBNET),SBNET,,Text,0
chartevents,229484,Route  (SBNET),Route  (SBNET),SBNET,,Text,0
chartevents,229486,Topical Lidocaine used (SBNET),Topical Lidocaine used (SBNET),SBNET,,Text,0
chartevents,229487,2 Stage CXR Insertion Technique (SBNET),2 Stage CXR Insertion Technique (SBNET),SBNET,,Text,0
chartevents,229489,Complications (SBNET),Complications (SBNET),SBNET,,Text,0
chartevents,229495,The Attending/Supervisor is the Clinician Operator (SBNET),The Attending/Supervisor (SBNET),SBNET,,Checkbox,0
chartevents,229496,I was present during the above procedure and agree with the checklist (SBNET),I was present during the above procedure (SBNET),SBNET,,Checkbox,0
chartevents,229497,Final Position confirmed (SBNET),Final Position confirmed (SBNET),SBNET,,Text,0
chartevents,229498,Guidewire removed (SBNET),Guidewire removed (SBNET),SBNET,,Text,0
chartevents,229499,Order to use in POE (SBNET),Order to use in POE (SBNET),SBNET,,Text,0
chartevents,229503,Trendelenburg position during insertion (CVL),Trendelenburg position during insertion (CVL),CVL Insertion,,Text,0
chartevents,229504,Inner Cannula Change,Inner Cannula Change,Respiratory,,Checkbox,0
chartevents,229569,Plan-Endocrine,Plan-Endocrine,MD Progress Note,,Text,0
chartevents,229570,Plan-ID,Plan-ID,MD Progress Note,,Text,0
chartevents,229588,Ultrasound Images Interpreted and Stored (CVL),Ultrasound Images Interpreted and Stored (CVL),CVL Insertion,,Text,0
chartevents,229589,Ultrasound Images Interpreted and Stored (A-Line),Ultrasound Images Interpreted and Stored (A-Line),Arterial Line Insertion,,Text,0
chartevents,229605,Manometry,Manometry Performed,CVL Insertion,,Text,0
chartevents,229606,Manometry Method,Method,CVL Insertion,,Text,0
chartevents,229607,Ultrasound Images used for preproc assess (CVL),Ultrasound Images used for preproc assess (CVL),CVL Insertion,,Text,0
chartevents,229608,Ultrasound Images probe covered (CVL),Ultrasound Images probe covered (CVL),CVL Insertion,,Text,0
chartevents,229609,Ultrasound Images stored (CVL),Ultrasound Images stored (CVL),CVL Insertion,,Text,0
chartevents,229610,Ultrasound Images printed (CVL),Ultrasound Images printed (CVL),CVL Insertion,,Text,0
chartevents,229611,Ultrasound Images uploaded (CVL),Ultrasound Images uploaded (CVL),CVL Insertion,,Text,0
chartevents,229612,Ultrasound Images interpreted (CVL),Ultrasound Images interpreted (CVL),CVL Insertion,,Text,0
chartevents,229637,Treatments (AM-PAC),Treatments (AM-PAC),Treatments,,Text,0
chartevents,229688,Pain Assessment Method (BIS),Pain Assessment Method (BIS),Pain/Sedation,,Text,0
chartevents,229690,CPOT-Pain Assessment Method-Post,Pain Assessment Method-Post,Pain/Sedation,,Text,0
chartevents,229693,Vocalization (CPOTb)_OLD_1,Vocalization (CPOTb)_OLD_1,Pain/Sedation,,Text,0
chartevents,229702,Pain Level Response-b,Pain Level Response-b,Pain/Sedation,,Text,0
chartevents,229710,Ultrasound (Aline),Ultrasound (Aline),Arterial Line Insertion,,Text,0
chartevents,229712,Ultrasound Images interpreted (Aline),Ultrasound Images interpreted (Aline),Arterial Line Insertion,,Text,0
chartevents,229713,Ultrasound Images printed (Aline),Ultrasound Images printed (Aline),Arterial Line Insertion,,Text,0
chartevents,229714,Ultrasound Images probe covered (Aline),Ultrasound Images probe covered (Aline),Arterial Line Insertion,,Text,0
chartevents,229715,Ultrasound Images stored (Aline),Ultrasound Images stored (Aline),Arterial Line Insertion,,Text,0
chartevents,229716,Ultrasound Images uploaded (Aline),Ultrasound Images uploaded (Aline),Arterial Line Insertion,,Text,0
chartevents,229717,Ultrasound Images used for preproc assess (Aline),Ultrasound Images used for preproc assess (Aline),Arterial Line Insertion,,Text,0
chartevents,229718,Manometry (PACath),Manometry Performed (PACath),PA Line Insertion,,Text,0
chartevents,229719,Manometry Method (PACath),Method (PACath),PA Line Insertion,,Text,0
chartevents,229720,Ultrasound (PACath),Ultrasound (PACath),PA Line Insertion,,Text,0
chartevents,229722,Ultrasound Images interpreted (PACath),Ultrasound Images interpreted (PACath),PA Line Insertion,,Text,0
chartevents,229723,Ultrasound Images printed (PACath),Ultrasound Images printed (PACath),PA Line Insertion,,Text,0
chartevents,229724,Ultrasound Images probe covered (PACath),Ultrasound Images probe covered (PACath),PA Line Insertion,,Text,0
chartevents,229725,Ultrasound Images stored (PACath),Ultrasound Images stored (PACath),PA Line Insertion,,Text,0
chartevents,229726,Ultrasound Images uploaded (PACath),Ultrasound Images uploaded (PACath),PA Line Insertion,,Text,0
chartevents,229727,Ultrasound Images used for preproc assess (PACath),Ultrasound Images used for preproc assess (PACath),PA Line Insertion,,Text,0
chartevents,229743,Trigger Initiated by,Trigger Initiated by,Triggers Note,,Text,0
chartevents,229744,Reason for Trigger,Reason for Trigger,Triggers Note,,Text,0
chartevents,229745,Cognitive Aid Card,Cognitive Aid Card,Triggers Note,,Text,0
chartevents,229746,Card Used,Card Used,Triggers Note,,Text,0
chartevents,229747,Attending Notified,Attending Notified,Triggers Note,,Text,0
chartevents,229748,Team members at bedside,Team members at bedside,Triggers Note,,Text,0
chartevents,229782,Estimated Blood Loss (CVL),EBL (CVL),CVL Insertion,mL,Numeric,0
chartevents,229783,Estimated Blood Loss (A-line),EBL (A-line),Arterial Line Insertion,mL,Numeric,0
chartevents,229784,Code Status (Intubation),Code Status (Intubation),Intubation,,Text,0
chartevents,229786,Preoxygenation (Intubation),Preoxygenation (Intubation),Intubation,,Text,0
chartevents,229787,Rigid Stylette (Intubation),Rigid Stylette (Intubation),Intubation,,Text,0
chartevents,229788,Rocuronium (Intubation),Rocuronium (Intubation),Intubation,mg,Numeric,0
chartevents,229789,Phenylephrine (Intubation),Phenylephrine (Intubation),Intubation,mcg,Numeric,0
chartevents,229790,Estimated Blood Loss (Bronch),EBL (Bronch),Bronchoscopy,mL,Numeric,0
chartevents,229791,Estimated Blood Loss (GenProc),EBL (GenProc),Generic Proc Note,mL,Numeric,0
chartevents,229792,Estimated Blood Loss (Intub),EBL (Intub),Intubation,mL,Numeric,0
chartevents,229793,Estimated Blood Loss (LP),EBL (LP),Lumbar Puncture,mL,Numeric,0
chartevents,229794,Estimated Blood Loss (MBAL),EBL (MBAL),Bronchoscopy,mL,Numeric,0
chartevents,229795,Estimated Blood Loss (Para),EBL (Para),Paracentesis,mL,Numeric,0
chartevents,229796,Estimated Blood Loss (PACath),EBL (PACath),PA Line Insertion,mL,Numeric,0
chartevents,229797,Estimated Blood Loss (PICC),EBL (PICC),PICC Line Insertion,mL,Numeric,0
chartevents,229798,Estimated Blood Loss (Thora),EBL (Thora),Thoracentesis,mL,Numeric,0
chartevents,229832,ZzWaveform Variability (VAD)old,ZzWaveform Variability (VAD)old,Durable VAD,None,Numeric,0
chartevents,229833,ZzWaveform Variability (VAD),ZzWaveform Variability (VAD),Durable VAD,,Text,0
chartevents,229837,Other Imaging Reviewed in OMR,Other Imaging Reviewed in OMR,MD Progress Note,,Checkbox,0
chartevents,229838,Other Labs Reviewed in OMR,Other Labs Reviewed in OMR,MD Progress Note,,Checkbox,0
chartevents,229839,Other Micro / Path Reviewed in OMR,Other Micro / Path Reviewed in OMR,MD Progress Note,,Checkbox,0
chartevents,229866,Checklist,Checklist,Skin - Assessment,,Text,0
chartevents,229869,Pressure Injury Prevention Interventions,Pressure Injury Prevention Interventions,Skin - Assessment,,Text,0
chartevents,229987,Filters checked,Filters checked,Respiratory,,Checkbox,0
chartevents,230068,Documented in DC Summary (Bronch)_OLD_1,Documented in DC Summary (Bronch)_OLD_1,Bronchoscopy,,Checkbox,0
chartevents,230069,Documented in DC Summary (Bronch),Documented in DC Summary (Bronch),Bronchoscopy,,Text,0
chartevents,230070,Documented in DC Summary (Aline),Documented in DC Summary (Aline),Arterial Line Insertion,,Text,0
chartevents,230071,Documented in DC Summary (CVL),Documented in DC Summary (CVL),CVL Insertion,,Text,0
chartevents,230072,Documented on DC Summary (GenProc),Documented on DC Summary (GenProc),Generic Proc Note,,Text,0
chartevents,230073,Documented in DC Summary (Intub),Documented in DC Summary (Intub),Intubation,,Text,0
chartevents,230074,Documented in DC Summary (LP),Documented in DC Summary (LP),Lumbar Puncture,,Text,0
chartevents,230075,Documented on DC Summary (PA),Documented on DC Summary (PA),PA Line Insertion,,Text,0
chartevents,230076,Documented on DC Summary (Para),Documented on DC Summary (Para),Paracentesis,,Text,0
chartevents,230077,Documented on DC Summary (PICC),Documented on DC Summary (PICC),PICC Line Insertion,,Text,0
chartevents,230078,Documented on DC Summary (Thora),Documented on DC Summary (Thora),Thoracentesis,,Text,0
chartevents,230088,AGB+ (antimicrobial catheter w/ chlorhexidine/silver sulfadiazine),AGB+ (CHG/silver),CVL Insertion,,Checkbox,0
chartevents,230089,CHGAllergy,CHGAllergy,CVL Insertion,,Checkbox,0
chartevents,230090,ArrowGard Blue (antimicrobial) catheter,ArrowGard Blue (antimicrobial) catheter,CVL Insertion,,Checkbox,0
chartevents,230092,Exam-Neuro,Exam-Neuro,MD Progress Note,,Text,0
chartevents,230093,Cardiovascular,Cardiovascular,MD Progress Note,,Text,0
chartevents,230094,Respiratory,Respiratory,MD Progress Note,,Text,0
chartevents,230095,Exam-GU,Exam-GU,MD Progress Note,,Text,0
chartevents,230096,Exam-Lines,Exam-Lines,MD Progress Note,,Text,0
chartevents,230129,MAC SecurePort IV,MAC SecurePort IV,Access Lines - Invasive,,Checkbox,0
chartevents,230130,Chest SecurePort IV,Chest SecurePort IV,Access Lines - Invasive,,Checkbox,0
chartevents,230132,Suction events (R),Suction events (R),Impella,,Text,0
chartevents,230146,Blocker Type,Blocker Type,Respiratory,,Text,0
chartevents,230147,Blocker Mark,Blocker Mark,Respiratory,cm,Numeric,0
chartevents,230148,Blocker External Location,Blocker External Location,Respiratory,,Text,0
chartevents,230149,Blocker Secured,Blocker Secured,Respiratory,,Checkbox,0
chartevents,230150,Blocker Balloon Status,Blocker Balloon Status,Respiratory,,Text,0
chartevents,230151,Blocker Volume,Blocker Volume,Respiratory,mL,Numeric,0
chartevents,230152,CFS-HR,CFS-HR,Neurological,,Text,0
chartevents,230153,CFS-RR,CFS-RR,Neurological,,Text,0
chartevents,230154,CFS-SBP,CFS-SBP,Neurological,,Text,0
chartevents,230155,CFS-Temp,CFS-Temp,Neurological,,Text,0
chartevents,230156,CFS-Sweating,CFS-Sweating,Neurological,,Text,0
chartevents,230157,CFS-Posturing,CFS-Posturing,Neurological,,Text,0
chartevents,230159,Oxymetry location (ECMO),Oxymetry location (ECMO),ECMO,,Text,0
chartevents,230160,Oxymetry location (CH),Oxymetry location (CH),ECMO,,Text,0
chartevents,230161,StO2 R (ECMO),StO2 R (ECMO),ECMO,%,Numeric,0
chartevents,230162,StO2 R (CH),StO2 R (CH),ECMO,%,Numeric,0
chartevents,230163,StO2 L (CH),StO2 L (CH),ECMO,%,Numeric,0
chartevents,230164,StO2 L (ECMO),StO2 L (ECMO),ECMO,%,Numeric,0
chartevents,230165,Pint (CH),Pint (CH),ECMO,None,Numeric,0
chartevents,230166,Pven Alarm (High) (CH),Pven Alarm (High) (CH),ECMO,None,Numeric,0
chartevents,230167,Pint Alarm (Hi) (CH),Pint Alarm (Hi) (CH),ECMO,None,Numeric,0
chartevents,230168,Delta P (ECMO),Delta P (ECMO),ECMO,None,Numeric,0
chartevents,230169,Delta P Alarm (ECMO),Delta P Alarm (ECMO),ECMO,None,Numeric,0
chartevents,230170,Part Alarm (Hi) (ECMO),Part Alarm (Hi) (ECMO),ECMO,None,Numeric,0
chartevents,230171,Pint Alarm (Hi) (ECMO),Pint Alarm (Hi) (ECMO),ECMO,None,Numeric,0
chartevents,230176,IUC Stabilization Device,IUC Stabilization Device,GI/GU,,Checkbox,0
chartevents,230177,CRRT - Filter Type,CRRT - Filter Type,Dialysis,,Text,0
datetimeevents,220003,ICU Admission date,ICU Admission date,ADT,,Date and time,0
datetimeevents,225279,Date of Admission to Hospital,Date of Admission to Hospital,Adm History/FHPA,,Date and time,0
datetimeevents,225335,IABP Cap Change,IABP Cap Change,Access Lines - Invasive,,Date and time,0
datetimeevents,225376,Indwelling Port (PortaCath) Change over Wire Date,Indwelling Port (PortaCath) Change over Wire Date,Access Lines - Invasive,,Date and time,0
datetimeevents,225377,Indwelling Port (PortaCath) Dressing Change,Indwelling Port (PortaCath) Dressing Change,Access Lines - Invasive,,Date and time,0
datetimeevents,226482,Blood Clot Outdates,Blood Clot Outdates,Labs,,Date and time,0
datetimeevents,226515,Date of Birth,DOB,ADT,,Date and time,0
datetimeevents,226516,Discharge Date/Time,Discharge Date/Time,ADT,,Date and time,0
datetimeevents,226518,Expected Discharge Date,Expected Discharge Date,ADT,,Date and time,0
datetimeevents,226532,Organ Bank Notified,Organ Bank Notified,General,,Date and time,0
datetimeevents,226724,Hospital Admit Date,Hospital Admit Date,ADT,,Date and time,0
datetimeevents,228266,FM Date/Time,FM Date/Time,Family Mtg Note,,Date and time,0
datetimeevents,228321,PC Date,PC Date,Pastoral Care Note,,Date and time,0
datetimeevents,228331,PC Time of visit,PC Time of visit,Pastoral Care Note,,Date and time,0
datetimeevents,228631,Date signed,Date signed,Research Enrollment Note,,Date and time,0
datetimeevents,229883,Pressure ulcer #1- Date Indentified_OLD_1,Pressure ulcer #1- Date Indentified_OLD_1,Skin - Impairment,,Date and time,0
ingredientevents,220341,Alanine (ingr),Alanine (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220344,Amino Acid,Amino Acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220346,Arachidic acid,Arachidic acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220347,Arginine,Arginine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220349,Ascorbic acid,Vit C,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220351,Aspartic Acid,Aspartic Acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220354,Beta Carotene,Pro Vit A,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220356,Biotine,Vit B7,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220362,Calciferol,Vit D,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220365,Carnitine,Carnitine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220367,Chloride (ingr),Cl (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220368,Cholecalciferol,Vit D3,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220369,Choline,Choline,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220370,Chromium (ingr),Cr (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220373,Cobolamin,Vit B12,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220375,Copper (ingr),Cu (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220377,Cysteine,Cysteine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220387,Fat,Fat,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220388,Fibers,Fibers,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220389,Fluoride,Fl,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220390,Folic Acid (ingr),Folic Acid (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220396,Glutamic acid,Glutamic acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220397,Glutamine,Glutamine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220399,Glycine,Glycine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220402,Histidine,Histidine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220407,Inositol,Inositol,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220408,Iodine,I,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220410,Iron (ingr),Fe,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220411,Isoleucine,Isoleucine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220415,L-carnitine,Vit BT,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220417,Leucine,Leucine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220418,Linolenic acids,Linolenic acids,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220421,Lysine,Lysine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220422,Magnesium (ingr),Mg (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220423,Manganese,Mn,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220424,Menaquinon,Vit K2,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220426,Methionine,Methionine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220427,Molybdenum,Mo,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220429,Myristic acid,Myristic acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220432,Niacin,Vit B3,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220435,Nitrogen,N,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220444,Pantotanic acid,Vit B5,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220446,Phenylalanine,Phenylalanine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220447,Philoquinone,Vit K1,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220448,Phosphorus,P,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220451,Potassium (ingr),K (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220453,Proline,Proline,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220455,Pyridoxine,Vit B6,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220456,Retinol,Vit A,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220457,Rhenium,Re,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220458,Rhodium,Rh,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220459,Riboflavin,Vit B2,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220460,Rubidium,Rb,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220461,Samarium,Sm,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220462,Scandium,Sc,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220463,Selenium,Se,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220464,Serine,Serine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220465,Silicone,Si,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220466,Silver,Ag,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220467,Sodium (ingr),Na (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220468,Sorbitol,Sorbitol,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220469,Stearic Acid,Stearic Acid,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220470,Strontium,Sr,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220471,Sulfur,S,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220472,Tantalum,Ta,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220473,Taurine,Taurine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220474,Tellurium,Te,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220475,Terbium,Tb,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220476,Thallium,Thallium,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220477,Thorium,Th,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220478,Threonine,Threonine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220479,Thryptophan,Thryptophan,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220480,Thulium,Tm,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220481,Tin,Sn,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220482,Tintanium,Tintanium,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220483,Tocopherol,Vit E,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220484,Tungsten,W,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220485,Tyrosine,Tyrosine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220486,Valine,Valine,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220487,Vanadium,V,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220488,Vitamin D12,Vit D12,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220489,Vitamin K,Vit K,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220491,Ytterbium,Yb,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220492,Zinc (ingr),Zn (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220494,Linoleic acids,Linoleic acids,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220497,AThiamine,ZVit B1,Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220948,Lactate (ingr),Lactate (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220957,Acetate (ingr),Acetate (ingr),Ingredients - general (Not In Use),mg,Ingredient,0
ingredientevents,220974,Gelatin succinylated,Gelatin,Ingredients - general (Not In Use),mg,Ingredient,0
